user_id,item_name,rating
76561198064484479,Firewatch,3
Goodgoodkung,The Interview,2
pulsarforce,DRAGON BALL XENOVERSE,3
kanyetothe,Valkyria Chronicles™,5
thepumpkinator,Uriel's Chasm,2
76561197998557042,Geometry Dash,3
scottbrady,ARK: Survival Evolved,2
BestKingpin,Counter-Strike: Global Offensive,5
aldwinsanity,Counter-Strike: Global Offensive,2
76561198055825196,Terraria,5
76561198093656407,Wolfenstein: The New Order,2
Don_Killuminati,Dead Island: Epidemic,2
Putnum,Sniper Elite V2,3
76561198067136187,Realm of the Mad God,3
76561198072957978,Path of Exile,5
76561198074878548,Counter-Strike: Global Offensive,3
sawtooth44,Brawlhalla,3
76561198045250161,Counter-Strike: Global Offensive,3
some_sorta_pie,Age of Empires II: HD Edition,3
PyrusZodiac,Poker Night 2,2
thegiftedone_patch,DiRT Rally,5
leeamf,SMITE,3
76561198063499902,Metro 2033,3
76561198028501698,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,5
76561198045160098,Robocraft,3
Swahboo,Counter-Strike: Global Offensive,3
tdemonbitch,Game Dev Tycoon,5
quichie,PlanetSide 2,5
14725836900,HITMAN™,3
rothplayzito,Sid Meier's Civilization V,3
76561198045453273,Hero Siege,2
DerPlays,Haunted Memories,3
blur_reqz,Counter-Strike: Global Offensive,3
76561198122488761,Insurgency,5
R0GAN_makes_your_nan_feel_nice,Peggle Extreme,3
johnnysydney,S.T.A.L.K.E.R.: Call of Pripyat,5
76561198074392626,STAR WARS™ Battlefront™ II,5
76561198050800057,The Forest,5
76561198273726014,DayZ,5
psyfoe,State of Decay,3
R4ND3M,Robocraft,2
8449,Counter-Strike: Global Offensive,3
user3,Tom Clancy's Ghost Recon Phantoms - NA,3
RadicalRevy,Time of Dragons,3
76561198117002202,Bulb Boy,5
Raemond,PAYDAY 2,3
RaeiiiN,The Binding of Isaac,3
76561198044383480,Brothers - A Tale of Two Sons,3
76561198015179413,H1Z1: Just Survive,2
76561198106214198,Five Nights at Freddy's 4,3
Steamkilla77,Dead Bits,3
rRUBIXx,Robocraft,3
76561198179209941,PAYDAY 2,5
welcometosuplexcity,Unturned,3
Ra1der,Counter-Strike: Global Offensive,2
FabRainbro,Sleeping Dogs: Definitive Edition,3
RamboHawk,Counter-Strike: Global Offensive,5
yoford,Rust,5
buddybuddy1red,DayZ,3
76561197968625140,SMITE,5
Lookatthisdude,Counter-Strike: Global Offensive,5
76561198026055531,Firefly Online Cortex,2
freshafcakes,Dirty Bomb,5
flippy12343,Counter-Strike: Global Offensive,3
Ranev,Evolve Stage 2,5
76561198090332398,Unturned,3
rangazprid3,Besiege,3
76561198083006888,Dethroned!,1
Cookiemonster82,X-Blades,3
feifei30922,Company of Heroes 2,3
76561198061857771,Starbound,3
Rare_Kiwi,Garry's Mod,5
LordRascus,Sven Co-op,3
holypotato,Brothers - A Tale of Two Sons,3
76561198028390064,Counter-Strike: Global Offensive,5
76561198084519825,Terraria,3
76561198078069199,BioShock Infinite,3
Jetiah,Project Zomboid,5
76561198071102818,Rocket League,3
fashathefish,Tribes: Ascend,5
Raxxial,The Elder Scrolls V: Skyrim,5
76561198202544453,Aftermath,2
datr0llface,Sonic & All-Stars Racing Transformed,3
76561197998533829,Cities: Skylines,5
76561197982720689,Starbound,5
76561198091721091,The Mighty Quest For Epic Loot,3
76561198045940593,The Jackbox Party Pack,5
76561198055530804,LiEat,3
RebellionRob,Gorky 17,3
mazthorn,Counter-Strike: Global Offensive,3
76561198063648921,Broforce,3
Tacos4Lyfe,Transmissions: Element 120,5
76561198046366581,Undertale,3
RED_STAR,HAWKEN,2
76561197994830976,PlanetSide 2,5
reddayesocks,Brothers - A Tale of Two Sons,5
GangrapeGoodnight,Garry's Mod,3
76561198018919551,Borderlands 2,3
redlei,Emily is Away,3
pajelder,Kinetic Void,2
76561198053869543,Half-Life 2: Episode One,5
Reffic,Star Trek Online,3
Raegiii,Sakura Spirit,1
registeredso,War Thunder,2
matthewalejandro,The Witcher 3: Wild Hunt,5
76561198114917298,The Wolf Among Us,3
Killyis,Sven Co-op,3
76561198060461230,Prison Architect,3
76561198043112708,Aura Kingdom,5
76561198053799839,Borderlands 2,3
1234567810132,Magicite,3
remyau,Garry's Mod,3
76561198028403692,Subnautica,3
godisblessingme,Counter-Strike: Global Offensive,3
Repukeable,Mount & Blade: Warband,3
rerety2,Tom Clancy's Ghost Recon Phantoms - NA,2
commanderj13,Sword of the Stars: The Pit,1
resinlipbongface,PAYDAY 2,5
blaKcat,DiRT 3,3
raccoonsunite,Goat Simulator,3
Izanagi_No_Okami_Nyan,Robocraft,3
76561198066693819,Depth,3
Kingretroofswagland,Unturned,5
ANUSLUBE,Counter-Strike: Global Offensive,5
76561198027488037,Thief Gold,3
kissmytaco,Dead Island,3
76561198068279672,Tabletop Simulator,1
ThePhantomoftheDamned,Ultimate Tic-Tac-Toe,3
76561198111860344,Dungeon Defenders Eternity,3
SirTrollbuscus,The Elder Scrolls Online: Tamriel Unlimited,1
76561198034319577,Ultimate Tic-Tac-Toe,1
76561198030536259,PAYDAY 2,2
Rhysy2706,Fishing Planet,5
Rhyzak,Transformice,3
BlackReaperHei,Warframe,3
powerjester7,Counter-Strike: Global Offensive,5
76561198046324554,The Elder Scrolls Online: Tamriel Unlimited,5
76561198078210923,PAYDAY 2,1
BruceLamb,Counter-Strike: Global Offensive,3
rich_,Francisca,1
RikardCS,Trove,2
RickHasThreeDicks,DayZ,2
76561198098039823,Fallout 4,3
76561198007037255,Grim Dawn,3
76561198064675833,Warframe,3
thejuantheonly,Battlefield: Bad Company 2,5
76561198085227281,Counter-Strike: Global Offensive,3
76561198176091874,Higurashi When They Cry - Ch.1 Onikakushi,3
rilmer,DARK SOULS™ II,3
amagamissisbest,Windward,3
whythefuckdoiloveclorox,Gender Bender DNA Twister Extreme,5
76561198075539885,Volgarr the Viking,3
76561198098163147,Counter-Strike: Global Offensive,3
Rivenscry,Clicker Heroes,3
sponseredbypornhub_,Grand Theft Auto V,3
adamsucksdick,Garry's Mod,3
76561198067315765,Warframe,3
76561198085668153,Infectonator : Survivors,3
costa223,Don't Starve Together,3
RobBobLeCornCob,Rise of the Tomb Raider,3
scrubzee,Counter-Strike: Global Offensive,3
robotb9,Starbound,5
watahead,Town of Salem,5
rockjond,DEFCON,1
76561198045431856,Gotham City Impostors: Free To Play,3
76561198087589643,Dwarfs F2P,3
darakrys,Counter-Strike: Global Offensive,5
76561198046538902,Counter-Strike: Global Offensive,1
sellgamerr,Counter-Strike: Global Offensive,3
snakeapple,There's Poop In My Soup,5
mrjaksauce,PAYDAY 2,5
76561198061040271,BioShock,3
TheFatScout,Warframe,5
76561198095937802,No Man's Sky,2
76561198086316431,7 Days to Die,5
rokudoan,Garry's Mod,3
roman90009,Tactical Intervention,3
76561198091491495,Sherlock Holmes: Crimes and Punishments,3
romro,Heroes & Generals,1
76561198068105663,Euro Truck Simulator 2,3
76561198077517025,Feed and Grow: Fish,3
rompompastomp,Spintires,2
Nadarrus,Infestation: Survivor Stories Classic,1
76561198051672637,Rust,3
76561198087310986,METAL GEAR SOLID V: GROUND ZEROES,3
76561198068007734,Far Cry® 3,3
luaenrike,Dead Realm,3
Roseonfire,Max Gentlemen,5
76561198049955631,Total War: WARHAMMER,3
76561198075100663,The Binding of Isaac,3
rowjack1993,Counter-Strike: Global Offensive,5
only2dgirls,Super Hexagon,3
76561198079493299,Counter-Strike: Global Offensive,3
76561198030215915,STAR WARS™: Knights of the Old Republic™,5
RPLSkelliman,FreeStyle2: Street Basketball,2
Rubbix,DayZ,2
76561198080457018,Tactical Intervention,3
kokobrainz,NightSky,3
76561198091126167,Grand Theft Auto V,3
76561198078828166,Counter-Strike: Global Offensive,3
ak_opt1,Garry's Mod,3
rulthariuz,Grass Simulator,3
76561198002170343,Trove,2
Runir,Assetto Corsa,3
76561198070677788,DARK SOULS™ II,3
russelmao,Undertale,5
76561198059360370,Garry's Mod,5
76561198039832932,Portal Stories: Mel,3
ruxton,Fistful of Frags,3
Ruzzbug,Counter-Strike: Global Offensive,3
ryanchuabacon,Stranded Deep,3
76561198050731371,Portal Stories: Mel,5
76561198087556976,Dark Souls: Prepare to Die Edition,3
76561198050626210,Sakura Spirit,2
76561198071421016,Undertale,5
76561198057728382,The Culling,3
rryder,Overlord II,3
ryousei,Roguelands,5
Rysterr,Counter-Strike: Global Offensive,3
OneEyedWolf,Subnautica,5
SgtCwispy,Counter-Strike: Global Offensive,5
thefailgrenade,Unturned,5
SpookySpazo,Mountain,3
sgp_solarglow,The Elder Scrolls V: Skyrim,1
FuckingWallNuts,Mount & Blade: Warband,3
frompanem,Counter-Strike: Global Offensive,3
76561198029591433,Wargame: Red Dragon,5
76561198025231200,Pony Island,1
76561198108415635,Fallout 3 - Game of the Year Edition,3
EPICTIME,Ghost in the Shell Stand Alone Complex First Assault Online,3
Saephin,Garry's Mod,3
76561198070572729,Far Cry® 3,2
TM87KEK,No More Room in Hell,3
sain1000,Brick-Force,2
BokuNoSekai,Ratz Instagib 2.0,3
76561198085660316,"Warhammer® 40,000™: Dawn of War® II",5
76561198075020222,PAYDAY 2,3
VespDaSnowLeopard,Dead by Daylight,3
salmonaus,NEOTOKYO°,2
saltYplayZ,Robocraft,3
76561198062110429,F.E.A.R.,5
76561198068225657,Sniper Elite: Nazi Zombie Army 2,5
76561198093164941,Dead Rising 3,5
76561198190566845,The Escapists,5
SambaWarKiddo,PAYDAY 2,3
Sick_Sim,Arma 3,1
76561198089509654,Don't Starve Together,3
76561198140481599,H1Z1: Just Survive,1
keamy911,Counter-Strike,5
76561198087854030,Viscera Cleanup Detail: Santa's Rampage,5
76561198015397224,Team Fortress Classic,4
76561198107130734,Spiral Knights,3
sanaret,Infestation: Survivor Stories Classic,5
SandvichMan,Loadout,5
Armedxxp,Borderlands 2,5
gjgfuj,The Elder Scrolls V: Skyrim,3
76561198042253256,Dead by Daylight,3
76561198298830010,Subnautica,5
Mr_samurai_man,Paint the Town Red,3
Sansomar,Hitman: Absolution,5
76561198081934209,War Thunder,3
76561198059987084,Just Cause 2,5
heyitissantooo,PAYDAY 2,5
flamelight,Counter-Strike: Global Offensive,3
battlefrog,Goat Simulator,5
stksam,Counter-Strike: Global Offensive,5
Kyuok,Garry's Mod,3
p893629682,Rust,2
76561198068204503,Call of Duty: Black Ops III,5
pigmysaladpie,Shadow Warrior,5
Notasbadashitler,Sid Meier's Civilization V,5
-SatansLittleHelper-,Spelunky,3
76561198056772858,Skullgirls,3
ColeGoddamnPhelps,Spelunky,3
killjoy149,The Elder Scrolls V: Skyrim,3
76561198084878187,PAYDAY 2,2
76561198034223204,Victory: The Age of Racing,2
76561198090446169,Sid Meier's Civilization V,3
Soracaz,Sid Meier's Civilization V,1
Lolsausages,Savage Lands,3
11567jj,Age of Empires Online,5
regester,Counter-Strike: Global Offensive,3
76561198095923468,Robocraft,2
sbeghen,Terraria,3
sonyghazi,Warframe,3
76561198091613577,Robocraft,5
76561197989758447,Brawlhalla,3
scarcityy,The Fall,3
76561198016487628,Vindictus,3
DoctorCryies,Gratuitous Space Battles,3
33334scat,Batman™: Arkham Knight,3
76561198081059406,King Arthur's Gold,5
thesynna,"Warhammer 40,000: Dawn of War – Soulstorm",3
scoot88,Narcissu 1st & 2nd,5
Mig-21pls,Spec Ops: The Line,3
Effied,Max Payne 3,3
Unscripteddd,War Thunder,2
DoctorZues,The Binding of Isaac,3
DrScully,Counter-Strike: Global Offensive,5
76561198035811318,ARK: Survival Evolved,3
Seaeco,Borderlands 2,2
worldtradecentre,Rust,3
_Seal,Mount & Blade: Warband,3
76561198055853856,Counter-Strike: Global Offensive,5
seblyftw,Terraria,1
76561198075427390,The Walking Dead™: Survival Instinct,2
76561198174303610,StarForge,1
SeedyDog,Counter-Strike: Global Offensive,5
Gotenks7374,Dead by Daylight,2
davo27,Borderlands 2,3
76561198065300159,Mirror's Edge,5
76561198075036474,PAYDAY 2,3
AzaZog,Euro Truck Simulator 2,3
senastheminer,Bad Rats,2
76561198082666592,Fallout 4,3
76561198052805342,Banished,3
HOGANKWOK,Garry's Mod,1
Lannisterandregards,ARK: Survival Evolved,3
lavitz_reinhart,Spakoyno: Back To USSR 2.0,5
486259317,Just Cause 3,3
SergeantMason,Darkest Dungeon,3
sergei_from_kazakhstan,Rust,3
sergioxks1,Counter-Strike: Global Offensive,3
aeon5ind,Savage Lands,3
76561198104448535,Kerbal Space Program,3
sesepe,Mount Your Friends,5
76561198034392042,Sins of a Solar Empire: Rebellion,5
76561198073819878,Plug & Play,1
76561198070921973,PAYDAY 2,5
lescrepe,No Man's Sky,5
Sgt_Ciege,Fallout 4,3
Sgtcook,Garry's Mod,3
lesalex,DARK SOULS III,1
1stpionpaul,Subnautica,3
76561197991856503,Total War: WARHAMMER,3
shockwave760,The Binding of Isaac: Rebirth,5
Shabutie_,Garry's Mod,5
thehitman35,Counter-Strike: Global Offensive,1
76561198063986589,Garry's Mod,1
shadimar6969,Counter-Strike: Source,3
76561198151855034,Space Engineers,3
seveneightnine,Starbound,3
Shadowfire6661,Europa Universalis IV,3
76561198059468403,Magicka,3
ShadowKnight332,FINAL FANTASY XIII,3
76561198043640604,Rust,5
shadowpulse29,Terraria,5
76561198057905001,The Slaughtering Grounds,3
Elementico,Counter-Strike: Global Offensive,5
76561198065304760,Mortal Kombat X,1
shaman3soul3,Counter-Strike: Source,5
shanedee,Five Nights at Freddy's 4,3
76561198054978091,Garry's Mod,3
Shanks-From-The-Anime-Group,Borderlands: The Pre-Sequel,5
shapes2004,Verdun,2
76561198049796309,Five Nights at Freddy's,3
TheHomePage,Besiege,5
Shatteredflame,The Forest,5
gottabesaints,Batman™: Arkham Origins,3
TheOfficalDiabl0,Castle Story,2
76561198202443306,Arma 2: Operation Arrowhead,3
76561198057609562,Golf With Your Friends,3
76561198086666210,Counter-Strike: Global Offensive,3
76561198007309128,Counter-Strike: Global Offensive,5
76561198025788203,Europa Universalis IV,3
76561198068777697,AdVenture Communist,1
76561198085080390,Call of Duty: Modern Warfare 2,5
SheriffMcCringle,DayZ,5
76561198071846149,METAL GEAR SOLID V: THE PHANTOM PAIN,5
chmoru1471,Left 4 Dead,3
ShiFt-exe,The Walking Dead,3
76561198025979243,DayZ,5
76561198144440845,"Warhammer 40,000: Dawn of War - Game of the Year Edition",3
Shiftyyyyyyyyy,StarForge,2
Shillo_,Arma 3,5
7656119808378646,Magicka,3
76561198004011791,Garry's Mod,3
Shivosky,Robocraft,3
76561198007488623,NotGTAV,5
76561198073796378,ARK: Survival Evolved,5
robotcoyote,The Black Watchmen,5
76561198044666616,Rocketbirds: Hardboiled Chicken,3
76561198081436358,S.T.A.L.K.E.R.: Clear Sky,3
OficialShok,Warframe,3
76561198060481049,Defiance,3
76561198153158209,Ghost in the Shell Stand Alone Complex First Assault Online,1
76561198044375508,Terraria,3
76561198044592183,Ori and the Blind Forest,5
76561197970895200,Dead by Daylight,1
76561197992643903,PlanetSide 2,5
shudipwnu,Bad Rats,3
Spriteling,Resident Evil / biohazard HD REMASTER,5
akamexxswag,Mount & Blade: Warband,3
impurepaladin,The Stanley Parable,3
23745736,Sniper: Ghost Warrior,1
sickbubblez,The Elder Scrolls V: Skyrim,3
Siilan,PAYDAY 2,1
76561198089291500,ORION: Prelude,3
76561198046562619,LIMBO,3
1silentsniper1,Banished,3
silentAggressor,Contagion,5
z3b1z,Counter-Strike: Global Offensive,3
PRsvn,Unturned,5
76561198059053798,Torchlight II,5
76561198046917409,EVE Online,3
Silverimate47,Counter-Strike: Global Offensive,5
76561198067439927,Counter-Strike: Global Offensive,3
Simas1,The Binding of Isaac: Rebirth,3
whisperrrrrrr,Guacamelee! Gold Edition,2
76561198157097087,No Man's Sky,1
Snake8,DARK SOULS III,3
simplzzz123,Unturned,3
pannekoeken2,Omegalodon,3
76561198017754022,PAYDAY 2,2
survivormaster,Everlasting Summer,5
skuatz,Realm of the Mad God,5
look_at_the_damn_profile,Robocraft,3
76561198000167222,G-Ball,1
the_meat_shield,Awesomenauts,3
sirmalcolm,theHunter,2
SimonB252,Underrail,5
76561198062236203,Far Cry 2,2
ybot27,Just Cause 3,3
76561198067559117,Five Nights at Freddy's 3,3
76561198035605178,Kung Fury,3
Squid-lel,Portal,3
76561198101648152,Gotham City Impostors: Free To Play,3
76561198079079942,Batman™: Arkham Knight,2
76561198013149300,Burnout Paradise: The Ultimate Box,3
elishabridge3,Fallout: New Vegas,3
76561198019297801,Arma 3,3
76561198092985183,The Witcher 3: Wild Hunt,5
SirexPower,SMITE,5
76561198084616658,PAYDAY 2,2
76561197992681922,Archeblade,3
Alex5763,Bloons TD5,3
76561198044207497,Total War: ROME II - Emperor Edition,5
sirscope,PAYDAY 2,2
SirThomas99,Garry's Mod,3
watters81,Killing Floor,5
SithBen,Tactical Intervention,3
76561197982474515,BioShock Infinite,3
skauldrich,Call of Duty: Advanced Warfare,1
76561198132717938,Counter-Strike: Global Offensive,2
probablydead,Arma 3,3
skeptile2,The Elder Scrolls V: Skyrim,2
76561198071907118,Besiege,3
76561198250778186,Counter-Strike: Global Offensive,5
76561198043608225,Mountain,3
76561198075626434,Long Live The Queen,3
6738497298564377854673421,SMITE,5
laygittlefiggernaggot,Tom Clancy's Rainbow Six Siege,1
Skippy333,NBA 2K14,3
SkittleRage,War Thunder,5
326759263846544,Fistful of Frags,5
SKOOOTA,Magic 2015,4
BenjaminoLordo,Rogue Legacy,3
skwavicus,Unturned,3
Sotrung,Killer is Dead,3
skyheat,PAYDAY 2,3
76561198011068007,Castle Crashers,5
Skyver_,Verdun,5
SLAIAX_SLYAXE,Undertale,3
76561198101686893,Warframe,5
76561198053791920,Garry's Mod,3
Tom_scroy,Counter-Strike: Global Offensive,3
76561198091512618,Super Hexagon,3
BicepsAreGoneJustLikeSkins,Garry's Mod,3
76561198058919153,Undertale,3
lacscape,Counter-Strike Nexon: Zombies,1
xXSlimySlimeXx,Leadwerks Game Engine,3
oskinkthecrocdoc,No More Room in Hell,3
SomeGuyThatPlaysGames,Counter-Strike: Global Offensive,5
slushyb,Garry's Mod,5
wowsteamid,DOOM,3
76561198078767295,System Shock 2,3
Sm1ley96,The Black Death,1
Alex117Alex,Call of Juarez Gunslinger,3
76561198169873333,Infestation: Survivor Stories Classic,1
headfullofsmeg,Saints Row IV,3
SmellingSavage,Unturned,5
76561198061093074,Emily is Away,3
76561198078827881,Hotline Miami,3
76561197977799906,Age of Empires II: HD Edition,2
76561198088947777,Champions Online,3
5400540054005400,Sins of a Solar Empire: Rebellion,3
Soulstealers,Legend of Dungeon,3
76561198073733334,PAYDAY 2,3
76561198062271200,Universe Sandbox ²,5
76561198040602090,Warframe,3
76561198062125305,Infestation: Survivor Stories Classic,1
SneakyPete9,Blockland,3
Variun,planetarian ~the reverie of a little planet~,3
76561198045126133,The Beginner's Guide,3
76561198032582216,Executive Assault,5
76561198072527585,Portal,3
Sniper64824,City of Steam: Arkadia,5
xSnipy,Unturned,3
ImaTigerRaa,Vox,2
76561197995775619,Enter the Gungeon,2
76561198084994842,PAYDAY 2,5
76561198077731258,ARK: Survival Evolved,5
04280122,Unturned,5
SnuffyKiins,Starbound,3
76561198057253097,Star Conflict,3
swagatron2000,Rocket League,1
76561198014530333,Killing Floor 2,3
76561198072852555,Strider,2
76561198057919602,Game Dev Tycoon,3
76561198096332661,Arma 3,2
SOH123,DARK SOULS™ II,3
pheg,Ghost in the Shell Stand Alone Complex First Assault Online,5
76561198090478432,HunieCam Studio,2
kamakze751,Saints Row 2,3
wes132,Warframe,3
76561198075806576,Assault Android Cactus,5
hyper-lethal,Arma 2: Operation Arrowhead,5
76561198065991872,Counter-Strike: Global Offensive,5
76561198074445285,Shift 2 Unleashed,3
76561198072865679,Trove,5
Somite11,Rust,5
GERDAGUFERSD,LEGO® Star Wars™: The Complete Saga,3
76561198086045190,Deathmatch Classic,5
SULL3H,Space Engineers,3
Sopa00,Banished,3
SorenTheOwl,Tom Clancy's Splinter Cell Blacklist,1
psychologicalwarfareinmyhead,E.Y.E: Divine Cybermancy,3
Colidos,Trove,3
Soskii,H1Z1: Just Survive,3
ohyeahpunk,Undertale,3
76561198145408008,Saints Row: The Third,3
76561198052937077,Awesomenauts,3
76561198074688122,Assassin's Creed® III,2
76561198048809840,Freedom Planet,3
Nargoord,HITMAN™,3
Soviet_Steve,Garry's Mod,5
payrocanical,Warface,3
76561198001078133,Disney Winnie the Pooh,5
76561198060425303,Dead Island: Epidemic,1
yoshipowerz,FTL: Faster Than Light,3
nicebeme,No More Room in Hell,3
76561198072632724,Fallout 4,3
SpamIrwin,Counter-Strike: Global Offensive,3
mick0907,You Have to Win the Game,3
76561198080103160,Far Cry Primal,5
spartaaagh,Space Engineers,3
alexmr19,Five Nights at Freddy's,3
76561198068922744,PAYDAY 2,3
shawshank12,Life Is Strange™,3
76561198070690126,Unturned,3
spaz11boom,Garry's Mod,3
SpazCamel,Age of Empires® III: Complete Collection,3
616333,Counter-Strike: Global Offensive,3
Sp3ctre,GunZ 2: The Second Duel,3
treB-L,H1Z1: Just Survive,2
76561198058970610,Raven's Cry,2
kicking_ass_for_the_lord,Ultra Street Fighter IV,3
iilonestarii,Awesomenauts,3
Spekl,Goat Simulator,3
Celatum,Hotline Miami,3
76561198099295859,Watch_Dogs,2
thespicyguy,Depth,5
76561198070565987,Total War: ATTILA,3
py6Spider,Insurgency,3
76561198056685928,Vindictus,3
76561198089331221,The Binding of Isaac: Rebirth,5
TheSpitfire,Terraria,5
QUIT_YOUR_LAZY_ASS_JOB,Sonic & All-Stars Racing Transformed,3
76561198090302241,PAYDAY 2,1
76561198035538775,Don't Starve,3
9876565434213034323,Super Switch,3
76561198070697304,Counter-Strike: Global Offensive,3
ironchefspook,Portal 2,5
metronomeiscool,Cricket Captain 2015,2
mansuhn,Star Trek Online,3
76561198043562907,Portal 2,3
atomiclukai,Counter-Strike: Global Offensive,5
Sporial-Oriiius-Umbria,Counter-Strike: Global Offensive,3
luckyttm,Emily is Away,3
sprayer1706,Unturned,5
1337666133766613376661337,My Riding Stables: Life with Horses,3
spudcake,Sunrider: Mask of Arcadius,1
SpuffyG,The Bridge,5
76561198073873333,Among the Sleep,5
76561198094324289,Garry's Mod,5
Squash,Subnautica,3
squigy,Worms Clan Wars,1
76561198044575627,Counter-Strike: Global Offensive,3
zdog101,Far Cry 4,3
76561198036881631,Tree of Savior (English Ver.),2
76561198060184028,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,2
thedongsmasher,Counter-Strike: Global Offensive,3
mrstacks,Robocraft,1
StudioClod,ReignMaker,3
Stagdage,Ghost in the Shell Stand Alone Complex First Assault Online,3
staleath,Fractured Space,5
76561198057573332,Counter-Strike: Global Offensive,3
Jpladeira,War Thunder,5
76561198061268926,Magicka,3
76561198040994679,Portal,5
1234148932401,The Beginner's Guide,5
starlog,The Forest,3
Starnsworth,DayZ,2
76561198033248600,Realm of the Mad God,3
staryoshi06,Tales from the Borderlands,3
76561198066562072,Clicker Heroes,5
76561198089346291,Counter-Strike: Global Offensive,3
76561198034216168,Unturned,3
StegoRekt,Dear Esther,4
GuilhermeGVM,DmC Devil May Cry,3
sterscram,Broken Age,2
76561198059711677,Her Story,3
76561198111412996,ORION: Prelude,3
steve_the_pie,Awesomenauts,5
76561198064197386,Total War: SHOGUN 2,3
Stevio_Pistachio,Counter-Strike: Global Offensive,2
76561197971336570,Dead Rising 3,3
rhooky,War Thunder,5
76561198026050448,Sleeping Dogs: Definitive Edition,5
76561198049920234,XCOM: Enemy Unknown,3
76561198174213406,DARK SOULS III,3
stone_donkey,Gnomoria,3
76561198076513951,The Elder Scrolls V: Skyrim,3
storminnorman,Moonbase Alpha,3
Stra7x,Goat Simulator,3
JoshuaWill,Garry's Mod,3
Strobies,Half-Life Deathmatch: Source,2
76561198078614334,Hotline Miami,3
2ez2xl,Arma 3,3
strongeee,Damned,5
Stryker103,Saints Row IV,5
strykon,Dungeon Defenders II,1
getrektscrubuwotm8,FarSky,2
StuntMobile,Kingdom: Classic,3
76561198077195459,the static speaks my name,2
76561198027093071,Broforce,3
subordermanagement,Left 4 Dead 2,5
subtember11,BLOCKADE 3D,2
WHOTHEFUCKTOOKMYURL,XCOM 2,3
smcs,Warframe,3
SuckyEngyKang3000,Counter-Strike: Global Offensive,2
76561198065655658,Spintires,3
AidelSufyanProfile,ORION: Prelude,3
Urit,Tribes: Ascend,5
76561198053383314,Borderlands 2,3
supermaorio,Left 4 Dead 2,3
76561198080348540,Heroes & Generals,1
SuperSneakyCreamPuff,BioShock Infinite,3
76561198066515292,LIMBO,5
superduckman100,Transmissions: Element 120,3
76561198037916571,eden*,3
SuperGamingKnight,Spore,3
76561198088587850,The Binding of Isaac: Rebirth,5
76561198076305385,Middle-earth: Shadow of Mordor,3
bountyassassin4,PAYDAY 2,2
76561198078205030,PAYDAY 2,3
76561198092999858,Goat Simulator,3
4u5ur0,Warframe,3
76561198065138903,Terraria,5
76561198029596731,The Elder Scrolls V: Skyrim,5
Diamond_Frost,Dead Island,5
tigeroamer,Fallout: New Vegas,5
hnnnggg,Explodemon,5
bojackn,Garry's Mod,5
pathorn2000,PAYDAY 2,3
switchnation,Castle Crashers,3
noscopedninja,Killing Floor 2,3
042153100,Unturned,3
sweglord360,The Culling,3
dmckay,Awesomenauts,5
SwiftEscudo,12 Labours of Hercules II: The Cretan Bull,1
swill215,Dead Rising 3,5
76561198021586407,Fallout: New Vegas,3
SWTOROF2099,Realm of the Mad God,3
SyBR,Killing Floor: Uncovered,5
alexmcdermott,Tales of Zestiria,5
76561198060993682,Elite Dangerous,3
syntax_leechking,Dishonored,3
76561198044670048,Kerbal Space Program,3
76561198075141715,No Man's Sky,1
kiyadabae,PAYDAY 2,2
76561197961718947,Warframe,3
sas123567,Counter-Strike: Global Offensive,5
nabady,Rust,5
76561198079215291,Grand Theft Auto V,2
76561198061375427,Spec Ops: The Line,3
Nxit,Sam & Max 301: The Penal Zone,5
SATANASMEUGRANDECHAPA,Space Engineers,3
Breadi,War Thunder,3
kzkyus,Dishonored,3
Jackoo0,Borderlands 2,3
tabpol95,Verdun,3
tackergun,Penguins Arena: Sedna's World,1
TacozAreImmortality,Grand Theft Auto V,1
76561198045767413,Evolve Stage 2,3
TACOTACOTACOCAT,Way of the Samurai 4,3
muagsri,Super Monday Night Combat,3
tangello1,Goat Simulator,3
76561198081260159,Total War: WARHAMMER,3
lightandtangy,Jamestown,3
76561198047693395,Nuclear Throne,1
Tankingtype,Metro: Last Light Redux,5
timelb,Alan Wake,5
76561198057451875,Space Engineers,3
Tarvo69,Planetary Annihilation,3
76561198057347106,The Dead Linger,1
76561198073028726,The Stalin Subway,2
76561198007573338,Paladins,3
76561198096079340,Gone Home,3
Tazcam,Counter-Strike: Global Offensive,1
76561198064619367,Spec Ops: The Line,1
LeAssasinMinion,The Forest,2
76561198060715854,Dragon Nest,3
76561198080653695,Space Engineers,1
TeamAmbiguous,Terraria,5
76561198046733476,Middle-earth: Shadow of Mordor,5
76561198083888554,FNaF World,2
76561198041628266,Space Engineers,3
HipsterGoku,Dying Light,3
76561198083911488,Spiral Knights,3
angstyteen,Dirty Bomb,3
TeenoGames,Undertale,3
optamusjebus,Dragon Age: Origins - Ultimate Edition,3
TehStoneMan,Deer Man,3
76561198005821848,Operation Flashpoint: Dragon Rising,1
darkforb,Saints Row: The Third,3
TemsterGaming,Unturned,3
76561198064534559,Left 4 Dead 2,3
tenndown,Counter-Strike: Global Offensive,3
76561198115279437,The Elder Scrolls V: Skyrim,3
76561198025344728,Keep Talking and Nobody Explodes,5
alexnjay11,Counter-Strike: Global Offensive,3
Nidowa,Saints Row IV,5
